,year,importer,supply_concentration
663,1998,BRA,0.215231431091323
664,1998,BRB,0.561774289959328
665,1998,BRN,0.3161587206549979
666,1998,BTN,0.9593125751477289
667,1998,CAF,0.3597457254888651
668,1998,CAN,0.25155609251419
669,1998,CHE,0.20362450838970703
670,1998,CHL,0.3370351039150704
671,1998,CHN,0.25889133382547747
672,1998,CIV,0.4270368747986989
673,1998,CMR,0.29438813970200395
674,1998,COL,0.28898428552415084
675,1998,COM,0.8137965930173723
676,1998,CPV,0.8871323690105857
677,1998,CRI,0.9143430983074972
678,1998,CYP,0.21798132334606277
679,1998,CZE,0.17077124223366266
680,1998,DEU,0.13160290287370627
681,1998,DNK,0.20221713275505077
682,1998,DZA,0.1955564599310904
683,1998,ECU,0.38386568149645056
684,1998,EGY,0.13741261713322442
685,1998,ESP,0.1287199599766139
686,1998,EST,0.31098801961728684
687,1998,ETH,0.3330915422237965
688,1998,FIN,0.1021365966006707
689,1998,FRA,0.12585105293452636
690,1998,FRO,0.6830162731578638
691,1998,GAB,0.3980172947475686
692,1998,GBR,0.1314559071831344
693,1998,GEO,1.0
694,1998,GHA,0.2979753009124588
695,1998,GIN,0.7173108036076632
696,1998,GMB,0.21795747122524087
697,1998,GRC,0.19828077122983626
698,1998,GRD,0.4216680066217768
699,1998,GRL,0.5635273167353579
700,1998,GTM,0.7629963743779937
701,1998,GUY,0.6765858615183626
702,1998,HKG,0.13113818968576993
703,1998,HND,0.9109930376999426
704,1998,HRV,0.34399051461233976
705,1998,HUN,0.17389302692644518
706,1998,IDN,0.17586938374645156
707,1998,IND,0.10517021306267267
708,1998,IRL,0.25586126846416707
709,1998,IRN,0.33248172501078205
710,1998,ISL,0.146594022938141
711,1998,ISR,0.3140372092525554
712,1998,ITA,0.15685889610784134
713,1998,JAM,0.8259392637089196
714,1998,JOR,0.16997276746716755
715,1998,JPN,0.13349436653855037
716,1998,KAZ,0.24363089623427103
717,1998,KEN,0.1601803626097467
718,1998,KIR,0.5004228211647734
719,1998,KOR,0.3262223880975647
720,1998,LBN,0.35132260185972947
721,1998,LCA,0.5018801928686862
722,1998,LTU,0.24924184018504333
723,1998,LVA,0.15782153446375247
724,1998,MAC,0.5560341564944868
725,1998,MAR,0.6773445808490354
726,1998,MDA,0.2653452092770265
727,1998,MDG,0.20097247668034485
728,1998,MDV,0.47604036687580437
729,1998,MEX,0.6917887834437764
730,1998,MKD,0.17052423374256162
731,1998,MLI,0.282446135470035
732,1998,MLT,0.16331439250704488
733,1998,MNG,0.924406465376911
734,1998,MUS,0.07483092495142923
735,1998,MYS,0.1768032152740413
736,1998,NER,0.25932720839137285
737,1998,NGA,0.24146596980935048
738,1998,NIC,0.4238778499591074
739,1998,NLD,0.5076454421917783
740,1998,NOR,0.10803795779340676
741,1998,NZL,0.1173936454916542
742,1998,OMN,0.6373921485958107
743,1998,PAN,0.40530617328466717
744,1998,PER,0.3016715960321883
745,1998,PHL,0.14919104659348478
746,1998,PNG,0.46283119653747123
747,1998,POL,0.07973824058282578
748,1998,PRT,0.21516782956617694
749,1998,PRY,0.21802008672997716
750,1998,PYF,0.6801888849674602
751,1998,ROU,0.12244604688894997
752,1998,RUS,0.16187432858477713
753,1998,RWA,0.5215652518249267
754,1998,SAU,0.21737751441308303
755,1998,SCG,0.16839486771228585
756,1998,SDN,0.9970452924631341
757,1998,SEN,0.672395327514665
758,1998,SGP,0.19772306196940512
759,1998,SLV,0.7679586179198298
760,1998,SVK,0.23060857524139497
761,1998,SVN,0.19474449764019847
762,1998,SWE,0.12987783728910268
763,1998,SYC,0.32783122700827755
764,1998,TGO,0.4232905201433012
765,1998,THA,0.2920745513272534
766,1998,TKM,0.30180273631302124
767,1998,TTO,0.6437041218204033
768,1998,TUN,0.18207535675779563
769,1998,TUR,0.15559583084970752
770,1998,TUV,1.0
771,1998,TZA,0.1265515494075847
772,1998,UGA,0.367715522420407
773,1998,UKR,0.16133795952074298
