,importer,baseline_supply,imports_china,after_shock_imports,new_baseline_supply,absolute_loss,loss_percent,absolute_loss_100m,supply_concentration,vulnerability_type,china_share,china_loss,replacement,adjusted_loss,Region Name
123,TUN,133928337.561,109707305.605,65824383.363,90045415.319,43882922.242,0.32765972490334805,0.44,0.6745022154487583,Highly vulnerable,0.8191493122583702,0.3276597249033481,0.10665251454270912,0.22100721036063897,Africa
124,TUR,1809749802.0,1378934512.0,827360707.1999999,1258175997.1999998,551573804.8000002,0.30477903862204714,5.52,0.5937114072320993,Highly vulnerable,0.7619475965551176,0.304779038622047,0.12382824670690516,0.18095079191514185,Asia
125,TZA,38795071.346999995,36652585.659,21991551.3954,24134037.083399992,14661034.263600003,0.3779097126144023,0.15,0.8929387508212092,Highly vulnerable,0.9447742815360057,0.3779097126144023,0.04045948590929574,0.3374502267051066,Africa
126,UGA,28246025.439999998,26680074.83,16008044.897999998,17573995.507999998,10672029.932,0.37782412802358506,0.11,0.8928257522114685,Highly vulnerable,0.9445603200589626,0.37782412802358506,0.040493016717285536,0.3373311113062995,Africa
127,UKR,331134997.97999996,304133983.81,182480390.28599998,209481404.45599994,121653593.52400002,0.3673836781557826,1.22,0.8449019496936525,Highly vulnerable,0.9184591953894563,0.36738367815578254,0.05698049219633654,0.310403185959446,Europe
128,URY,4070674.0,3189021.0,1913412.5999999999,2795065.5999999996,1275608.4000000004,0.3133654033705476,0.01,0.6179129925154598,Highly vulnerable,0.7834135084263687,0.3133654033705475,0.11973284922303834,0.19363255414750918,Americas
129,USA,22658062062.0,642443853.0,385466311.8,22401084520.8,256977541.20000076,0.011341549886165227,2.57,0.13046823397597965,Resilient,0.028353874715412983,0.011341549886165194,0.00986183790196675,0.0014797119841984448,Americas
130,UZB,348442589.78,344068412.9,206441047.73999998,210815224.61999997,137627365.16,0.39497859675218033,1.38,0.975071579904761,Highly vulnerable,0.9874464918804507,0.39497859675218033,0.00984619238846635,0.385132404363714,Asia
131,WSM,885614.622,875604.052,525362.4312,535373.0011999999,350241.62080000003,0.3954785886541065,0.0,0.9776176172672802,Highly vulnerable,0.9886964716352663,0.39547858865410657,0.008851753133852053,0.3866268355202545,Oceania
132,YEM,31673906.024,30186682.986,18112009.7916,19599232.8296,12074673.194400001,0.38121831848748816,0.12,0.9099807989229876,Highly vulnerable,0.9530457962187203,0.38121831848748816,0.03431696846616577,0.3469013500213224,Asia
133,ZAF,804788859.78,726568547.306,435941128.3836,514161440.8576,290627418.9224,0.361122566982161,2.91,0.8159949792660506,Highly vulnerable,0.9028064174554025,0.361122566982161,0.06644836542504957,0.29467420155711144,Africa
134,ZMB,2303420.491,1325783.717,795470.2302,1773107.0041999999,530313.4868000001,0.23022869201348964,0.01,0.3826127144824498,Resilient,0.575571730033724,0.2302286920134896,0.14214026721046444,0.08808842480302517,Africa
135,ZWE,48249854.003000006,18205790.409,10923474.2454,40967537.83940001,7282316.163599998,0.15092928909478584,0.07,0.2347197062855148,Resilient,0.3773232227369648,0.15092928909478592,0.1155032106885762,0.03542607840620972,Africa
